MEET,RC_DATE,RC_NO,RC_DIST,RANK,WEATHER,TR_CON,TR_WC,ORD,CHUL_NO,HR_NAME,HR_NO,NAME,PRD_NAME,AGE,SEX,horse_weight,weight_gain,RC_TIME,ORD1_CNT_T,ORD2_CNT_T,RC_CNT_T,ORD1_CNT_Y,ORD2_CNT_Y,RC_CNT_Y,WG_BUDAM,JK_NAME,JK_NO,JK_AGE,JK_CAREER,JK_ORD1_CNT_T,JK_ORD2_CNT_T,JK_RC_CNT_T,JK_ORD1_CNT_Y,JK_ORD2_CNT_Y,JK_RC_CNT_Y,TR_NAME,TR_NO,TR_AGE,TR_CAREER,TR_ORD1_CNT_T,TR_ORD2_CNT_T,TR_RC_CNT_T,TR_ORD1_CNT_Y,TR_ORD2_CNT_Y,TR_RC_CNT_Y,HR_ORD1_CNT_T,HR_ORD2_CNT_T,HR_RC_CNT_T,SJ_S1F_ORD,SJ_1C_ORD,SJ_2C_ORD,SJ_3C_ORD,SJ_G3F_ORD,SJ_4C_ORD,SJ_G1F_ORD,SE_S1F_ACC_TIME,SE_1C_ACC_TIME,SE_2C_ACC_TIME,SE_3C_ACC_TIME,SE_G3F_ACC_TIME,SE_4C_ACC_TIME,SE_G1F_ACC_TIME,JE_S1F_TIME,JE_1C_TIME,JE_2C_TIME,JE_3C_TIME,JE_G3F_TIME,JE_4C_TIME,JE_G1F_TIME,BU_S1F_ORD,BU_G8F_ORD,BU_G6F_ORD,BU_G4F_ORD,BU_G3F_ORD,BU_G2F_ORD,BU_G1F_ORD,BU_S1F_TIME,BU_10-8F_TIME,BU_8-6F_TIME,BU_6-4F_TIME,BU_4-2F_TIME,BU_2F-G_TIME,BU_3F-G_TIME,BU_1F-G_TIME,BU_S1F_ACC_TIME,BU_G8F_ACC_TIME,BU_G6F_ACC_TIME,BU_G4F_ACC_TIME,BU_G3F_ACC_TIME,BU_G2F_ACC_TIME,BU_G1F_ACC_TIME
제주,20220618,1,800,제6등급,맑음,건조,4,1,5,청마제일,3018903,한국,국산,3,수,272.0,-6.0,65.3,4,2,30,3,2,19,57.0,한영민,3058,43,24,791,753,5840,19,18,208,고영덕,2026.0,,23.0,1330.0,1245.0,10543.0,54.0,44.0,408.0,131.0,130.0,1081.0,5,0,0,5,0,5,3,0,0,0,0,0,0,0,17.6,0.0,0.0,17.6,47.7,33.3,16.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220618,2,900,제5등급,맑음,건조,4,1,1,시대의별,3018564,한국,국산,4,수,310.0,8.0,75.3,4,5,28,1,4,14,58.0,이성민,3092,29,6,126,142,1573,28,36,389,강영진,2033.0,,13.0,670.0,667.0,5448.0,63.0,49.0,445.0,193.0,169.0,1305.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,17.4,0.0,0.0,25.5,49.8,41.4,17.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220618,3,900,제5등급,맑음,건조,4,1,2,해찬나래,3018036,한국,국산,5,암,320.0,-2.0,76.5,2,1,36,0,0,4,57.5,문성호,3029,51,31,1141,1206,10297,22,18,233,좌윤철,2009.0,,32.0,1078.0,1277.0,13727.0,33.0,27.0,360.0,69.0,77.0,847.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,17.6,0.0,0.0,25.7,50.8,42.1,17.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220618,4,1000,제4등급,맑음,건조,4,1,1,오라태풍,3018934,한국,국산,3,수,280.0,-2.0,84.2,4,2,23,1,0,12,59.5,한영민,3058,43,24,791,753,5840,19,18,208,고영덕,2026.0,,23.0,1330.0,1245.0,10543.0,54.0,44.0,408.0,131.0,130.0,1081.0,4,0,0,6,0,6,2,0,0,0,0,0,0,0,17.5,0.0,0.0,34.2,50.0,50.6,17.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220618,5,1000,제4등급,맑음,건조,4,1,3,성읍미래,3017755,한국,국산,6,암,252.0,2.0,83.5,4,6,68,0,2,12,51.0,김홍권,3082,30,9,264,230,2205,54,42,355,백인호,2025.0,,24.0,725.0,874.0,8589.0,18.0,18.0,257.0,64.0,76.0,853.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,16.9,0.0,0.0,33.2,50.3,49.2,17.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220618,6,1400,한2등급,맑음,건조,4,1,5,왕조,1018892,한국,국산,3,암,325.0,-4.0,100.8,5,2,15,1,0,4,52.0,한영민,3058,43,24,791,753,5840,19,18,208,이태용,2034.0,,12.0,748.0,598.0,4705.0,54.0,37.0,343.0,151.0,105.0,763.0,7,0,0,6,0,6,2,0,0,0,0,0,0,0,15.9,0.0,15.9,60.0,40.8,74.0,13.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220618,7,1110,제2등급,맑음,건조,4,1,2,사상최강,3018494,한국,국산,4,거,299.0,0.0,93.2,14,4,28,4,2,12,53.0,강수한,3077,32,12,418,373,3086,52,58,419,심도연,2031.0,,15.0,703.0,672.0,5820.0,40.0,43.0,383.0,131.0,111.0,1007.0,7,0,0,7,0,5,1,0,0,0,0,0,0,0,18.9,0.0,0.0,43.6,49.6,60.1,16.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220617,1,800,제6등급,맑음,건조,4,1,4,전농혁신,3101904,한국,국산,3,수,262.0,-5.0,67.3,3,2,12,2,2,9,54.0,안득수,3053,44,24,737,624,6445,42,32,333,김태준,2032.0,,7.0,321.0,272.0,2366.0,36.0,31.0,321.0,96.0,86.0,759.0,4,0,0,4,0,3,3,0,0,0,0,0,0,0,17.9,0.0,0.0,17.9,49.4,33.7,17.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220617,2,800,제6등급,맑음,건조,4,1,2,신우여신,3101490,한국,국산,3,암,292.0,-10.0,67.1,2,4,22,1,4,17,53.0,강수한,3077,32,12,418,373,3086,52,58,419,신경호,2018.0,,27.0,1021.0,1102.0,10781.0,41.0,50.0,350.0,108.0,104.0,812.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,18.0,0.0,0.0,18.0,49.1,33.8,17.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220617,3,1000,제5등급,맑음,건조,4,1,3,쾌재,3019057,한국,국산,3,암,280.0,7.0,85.3,3,0,19,0,0,16,57.0,김다영,3073,36,13,125,167,1783,0,15,125,윤덕상,2021.0,,27.0,1036.0,1279.0,12632.0,24.0,49.0,493.0,72.0,89.0,817.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,17.5,0.0,0.0,33.9,51.4,50.5,18.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220617,4,1000,제5등급,맑음,건조,4,1,7,특기생,3017367,한국,국산,7,거,300.0,-2.0,85.3,6,2,61,1,0,16,56.5,박성광,3089,42,6,310,252,2043,60,44,352,강태종,2036.0,,4.0,155.0,138.0,1268.0,42.0,34.0,355.0,99.0,93.0,864.0,6,0,0,6,0,6,2,0,0,0,0,0,0,0,17.9,0.0,0.0,35.2,50.1,52.0,17.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220617,5,1000,제5등급,맑음,건조,4,1,3,공간비행,3018850,한국,국산,3,거,276.0,-9.0,85.0,5,4,24,3,3,16,56.0,강수한,3077,32,12,418,373,3086,52,58,419,신경호,2018.0,,27.0,1021.0,1102.0,10781.0,41.0,50.0,350.0,108.0,104.0,812.0,6,0,0,6,0,6,3,0,0,0,0,0,0,0,17.4,0.0,0.0,33.3,51.7,49.2,19.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220617,6,1110,제3등급,맑음,건조,4,1,1,새옹지마,3015769,한국,국산,9,거,264.0,0.0,92.6,9,12,92,1,0,11,53.0,강수한,3077,32,12,418,373,3086,52,58,419,신경호,2018.0,,27.0,1021.0,1102.0,10781.0,41.0,50.0,350.0,108.0,104.0,812.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,18.1,0.0,0.0,42.6,50.0,58.8,17.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220617,7,1610,한1등급,맑음,건조,4,1,2,동서제왕,1017580,한국,국산,7,거,321.0,8.0,115.7,7,7,35,0,1,6,58.5,전현준,3070,35,18,959,810,6130,69,54,434,심도연,2031.0,,15.0,703.0,672.0,5820.0,40.0,43.0,383.0,131.0,111.0,1007.0,1,1,1,2,0,2,1,0,0,0,0,0,0,0,16.1,16.1,29.9,73.8,41.9,87.8,14.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220611,1,800,제6등급,흐림,다습,12,1,10,하늘의태양,3018899,한국,국산,4,거,302.0,-2.0,66.4,1,1,18,0,1,9,53.0,곽석,3094,27,3,35,44,520,16,21,209,심도연,2031.0,,15.0,703.0,672.0,5820.0,40.0,43.0,383.0,130.0,109.0,993.0,3,0,0,3,0,2,1,0,0,0,0,0,0,0,17.8,0.0,0.0,17.8,48.6,32.9,17.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220611,2,900,제5등급,흐림,다습,12,1,6,태양신공,3018384,한국,국산,5,암,271.0,-9.0,75.8,1,2,33,0,1,18,53.0,안득수,3053,44,24,737,624,6445,42,32,333,김태준,2032.0,,7.0,321.0,272.0,2366.0,36.0,31.0,321.0,101.0,87.0,767.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,16.9,0.0,0.0,25.3,50.5,41.0,18.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220611,3,1000,한3등급,맑음,다습,12,1,7,거가의꿈,1019066,한국,국산,3,거,318.0,-8.0,70.7,3,1,13,0,0,6,59.5,원유일,3075,36,13,444,469,4730,26,30,402,백인호,2025.0,,24.0,725.0,874.0,8589.0,18.0,18.0,257.0,89.0,87.0,985.0,2,0,0,4,0,4,2,0,0,0,0,0,0,0,15.3,0.0,0.0,28.5,42.2,42.0,14.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220611,4,1000,제5등급,흐림,다습,12,1,10,세기등극,3018948,한국,국산,3,암,295.0,-3.0,83.1,4,3,18,0,3,9,53.5,박성광,3089,42,6,310,252,2043,60,44,352,김길홍,2038.0,,5.0,216.0,211.0,1841.0,59.0,47.0,432.0,125.0,104.0,936.0,4,0,0,3,0,3,1,0,0,0,0,0,0,0,17.5,0.0,0.0,33.1,50.0,49.8,16.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220611,5,1110,제4등급,흐림,다습,12,1,7,최고대장,3018616,한국,국산,4,수,289.0,-1.0,95.8,7,4,28,1,3,11,53.5,강수한,3077,32,12,418,373,3086,52,58,419,신경호,2018.0,,27.0,1021.0,1102.0,10781.0,41.0,50.0,350.0,102.0,99.0,782.0,7,0,0,7,0,8,1,0,0,0,0,0,0,0,19.0,0.0,0.0,44.5,51.3,62.5,16.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220611,6,1110,제2등급,흐림,다습,12,1,4,웅진황후,3018910,한국,국산,3,암,355.0,9.0,90.2,8,2,11,0,0,0,60.0,안득수,3053,44,24,737,624,6445,42,32,333,김태준,2032.0,,7.0,321.0,272.0,2366.0,36.0,31.0,321.0,101.0,87.0,767.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,17.3,0.0,0.0,41.0,49.2,57.0,17.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220610,1,800,제6등급,맑음,건조,4,1,5,현무진,3102623,한국,국산,3,암,302.0,-1.0,67.8,1,3,19,0,1,14,55.0,문현진,3080,35,10,446,430,3614,59,52,456,윤덕상,2021.0,,27.0,1036.0,1279.0,12632.0,24.0,49.0,493.0,72.0,89.0,817.0,7,0,0,7,0,7,5,0,0,0,0,0,0,0,17.9,0.0,0.0,17.9,49.9,33.5,17.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220610,2,900,제5등급,맑음,건조,4,1,7,계포일낙,3019075,한국,국산,3,거,286.0,-3.0,74.1,6,0,11,4,0,9,54.5,문현진,3080,35,10,446,430,3614,59,52,456,고영덕,2026.0,,23.0,1330.0,1245.0,10543.0,54.0,44.0,408.0,148.0,138.0,1068.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,17.0,0.0,0.0,24.7,49.4,39.5,17.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220610,3,900,제5등급,맑음,건조,4,1,1,표선황후,3018958,한국,국산,3,암,286.0,9.0,73.7,3,2,17,1,1,10,51.5,김대연,3028,52,31,664,830,8509,18,21,297,이준호,2029.0,,17.0,666.0,702.0,6512.0,54.0,48.0,432.0,151.0,135.0,1251.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,16.4,0.0,0.0,24.2,49.5,39.6,17.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220610,4,1000,제5등급,맑음,건조,4,1,3,명작품,3018926,한국,국산,3,암,263.0,-5.0,85.2,5,6,35,2,5,22,51.0,원유일,3075,36,13,444,469,4730,26,30,402,윤덕상,2021.0,,27.0,1036.0,1279.0,12632.0,24.0,49.0,493.0,72.0,89.0,817.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,17.4,0.0,0.0,34.1,51.1,50.9,17.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220610,5,1000,제5등급,맑음,건조,4,1,7,탐라신사,3018137,한국,국산,5,거,309.0,34.0,85.7,6,2,34,1,0,7,58.0,박성광,3089,42,6,310,252,2043,60,44,352,김길홍,2038.0,,5.0,216.0,211.0,1841.0,59.0,47.0,432.0,125.0,104.0,936.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,17.4,0.0,0.0,34.2,51.5,51.9,17.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220610,6,1000,제3등급,맑음,건조,4,1,6,금누리,3018120,한국,국산,5,거,277.0,0.0,81.5,7,6,53,1,0,14,54.5,전현준,3070,35,18,959,810,6130,69,54,434,박병진,2028.0,,19.0,927.0,936.0,7980.0,39.0,35.0,381.0,101.0,109.0,854.0,5,0,0,5,0,5,2,0,0,0,0,0,0,0,16.9,0.0,0.0,32.6,48.9,48.5,16.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220610,7,1200,제1등급,맑음,건조,4,1,5,장타왕자,3014866,한국,국산,10,수,259.0,-2.0,97.8,16,5,85,0,0,5,51.0,문현진,3080,35,10,446,430,3614,59,52,456,김성오,2024.0,,26.0,804.0,930.0,9818.0,18.0,27.0,326.0,80.0,75.0,772.0,10,0,0,10,0,9,5,0,0,0,0,0,0,0,17.6,0.0,0.0,49.3,48.5,65.6,16.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220604,1,900,제5등급,맑음,건조,4,1,10,파천황,3018880,한국,국산,4,거,297.0,1.0,76.5,4,3,33,1,2,17,58.0,한영민,3058,43,24,791,753,5840,19,18,208,고영덕,2026.0,,23.0,1330.0,1245.0,10543.0,54.0,44.0,408.0,143.0,139.0,1044.0,3,0,0,3,0,5,3,0,0,0,0,0,0,0,17.3,0.0,0.0,25.2,51.3,41.6,17.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220604,2,900,제5등급,맑음,건조,4,1,7,장군대좌,3018490,한국,국산,4,거,317.0,-1.0,77.1,2,2,24,1,1,9,51.5,박성광,3089,42,6,310,252,2043,60,44,352,이태용,2034.0,,12.0,748.0,598.0,4705.0,54.0,37.0,343.0,148.0,112.0,797.0,9,0,0,9,0,8,5,0,0,0,0,0,0,0,18.4,0.0,0.0,26.5,50.6,42.5,17.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220604,3,1000,제4등급,맑음,건조,4,1,4,휘날리며,3018984,한국,국산,3,암,315.0,12.0,82.5,9,0,12,3,0,5,56.0,안득수,3053,44,24,737,624,6445,42,32,333,김태준,2032.0,,7.0,321.0,272.0,2366.0,36.0,31.0,321.0,112.0,85.0,835.0,5,0,0,5,0,5,1,0,0,0,0,0,0,0,17.2,0.0,0.0,33.0,49.5,49.2,17.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220604,4,1000,제4등급,맑음,건조,4,1,2,불꽃질주,3018644,한국,국산,4,거,291.0,3.0,84.4,6,0,26,2,0,13,53.0,김홍권,3082,30,9,264,230,2205,54,42,355,김길홍,2038.0,,5.0,216.0,211.0,1841.0,59.0,47.0,432.0,143.0,128.0,1072.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,17.2,0.0,0.0,33.2,51.2,49.4,17.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220604,5,1400,한2등급,맑음,건조,4,1,5,최강진출,1018791,한국,국산,4,수,321.0,-3.0,101.5,1,9,27,0,3,8,55.5,전현준,3070,35,18,959,810,6130,69,54,434,윤덕상,2021.0,,27.0,1036.0,1279.0,12632.0,24.0,49.0,493.0,78.0,98.0,856.0,3,0,0,7,0,6,4,0,0,0,0,0,0,0,15.4,0.0,15.4,59.8,41.7,73.9,13.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220604,6,1400,한2등급,맑음,건조,4,1,5,광아의만리,1018462,한국,국산,4,암,309.0,-3.0,101.8,3,3,19,0,0,0,55.0,박성광,3089,42,6,310,252,2043,60,44,352,이태용,2034.0,,12.0,748.0,598.0,4705.0,54.0,37.0,343.0,148.0,112.0,797.0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,15.2,0.0,15.2,59.2,42.6,73.3,14.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220604,7,1000,제2등급,맑음,건조,4,1,7,당대가문,3014894,한국,국산,10,거,309.0,0.0,82.3,12,10,111,0,0,9,59.0,안득수,3053,44,24,737,624,6445,42,32,333,김태준,2032.0,,7.0,321.0,272.0,2366.0,36.0,31.0,321.0,112.0,85.0,835.0,9,0,0,9,0,9,8,0,0,0,0,0,0,0,17.3,0.0,0.0,33.5,48.8,49.9,16.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220603,1,800,제6등급,맑음,건조,4,1,1,쾌재,3019057,한국,국산,3,암,273.0,0.0,64.4,3,0,19,0,0,16,53.0,김다영,3073,36,13,125,167,1783,0,15,125,윤덕상,2021.0,,27.0,1036.0,1279.0,12632.0,24.0,49.0,493.0,78.0,98.0,856.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,17.2,0.0,0.0,17.2,47.2,32.4,16.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220603,2,800,제6등급,맑음,건조,4,1,4,무림황후,3102801,한국,국산,3,암,291.0,2.0,66.0,3,5,18,2,4,14,56.0,강수한,3077,32,12,418,373,3086,52,58,419,신경호,2018.0,,27.0,1021.0,1102.0,10781.0,41.0,50.0,350.0,102.0,99.0,782.0,2,0,0,2,0,3,1,0,0,0,0,0,0,0,17.0,0.0,0.0,17.0,49.0,32.4,17.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220603,3,1000,제5등급,맑음,건조,4,1,4,용병신화,3018240,한국,국산,5,거,249.0,-7.0,85.3,1,2,41,0,1,12,52.5,김다영,3073,36,13,125,167,1783,0,15,125,윤덕상,2021.0,,27.0,1036.0,1279.0,12632.0,24.0,49.0,493.0,78.0,98.0,856.0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,16.9,0.0,0.0,33.1,52.2,50.0,18.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220603,4,1000,제5등급,맑음,건조,4,1,7,북극성,3102859,한국,국산,3,암,316.0,6.0,85.2,3,1,13,1,1,10,56.0,임재광,3087,32,7,127,165,1661,37,33,340,박병진,2028.0,,19.0,927.0,936.0,7980.0,39.0,35.0,381.0,101.0,109.0,854.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,16.9,0.0,0.0,33.1,52.1,49.2,18.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220603,5,1000,제5등급,맑음,건조,4,1,1,안덕최고,3018669,한국,국산,4,수,275.0,1.0,83.4,2,7,19,0,2,7,54.0,강수한,3077,32,12,418,373,3086,52,58,419,신경호,2018.0,,27.0,1021.0,1102.0,10781.0,41.0,50.0,350.0,102.0,99.0,782.0,3,0,0,3,0,3,1,0,0,0,0,0,0,0,17.0,0.0,0.0,33.0,50.4,49.2,17.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220603,6,1110,제3등급,맑음,건조,4,1,9,아라으뜸,3018815,한국,국산,4,암,284.0,-6.0,93.1,4,7,29,1,1,13,52.5,문현진,3080,35,10,446,430,3614,59,52,456,고영덕,2026.0,,23.0,1330.0,1245.0,10543.0,54.0,44.0,408.0,143.0,139.0,1044.0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,18.3,0.0,0.0,42.4,50.7,59.5,17.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220603,7,1700,한1등급,맑음,건조,4,1,4,돌격개시,1018882,한국,국산,3,수,304.0,-7.0,121.8,8,3,20,2,1,5,51.0,원유일,3075,36,13,444,469,4730,26,30,402,백인호,2025.0,,24.0,725.0,874.0,8589.0,18.0,18.0,257.0,89.0,87.0,985.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,14.6,20.9,34.3,79.6,42.2,93.5,14.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220528,1,800,제6등급,맑음,건조,4,1,3,청부사,3019042,한국,국산,3,수,279.0,-2.0,67.4,1,1,15,0,1,8,57.0,임재광,3087,32,7,127,165,1661,37,33,340,박병진,2028.0,,19.0,927.0,936.0,7980.0,39.0,35.0,381.0,101.0,105.0,841.0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,17.7,0.0,0.0,17.7,49.7,33.8,16.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220528,2,900,제5등급,맑음,건조,4,1,4,제주정복,3101919,한국,국산,3,암,319.0,-1.0,73.2,6,3,13,3,2,9,52.5,전현준,3070,35,18,959,810,6130,69,54,434,강영진,2033.0,,13.0,670.0,667.0,5448.0,63.0,49.0,445.0,198.0,182.0,1328.0,4,0,0,4,0,4,1,0,0,0,0,0,0,0,17.0,0.0,0.0,24.8,48.4,40.3,17.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220528,3,1000,제5등급,맑음,건조,4,1,3,오라의힘,3018700,한국,국산,4,암,285.0,-3.0,85.6,4,1,25,0,0,12,54.0,전현준,3070,35,18,959,810,6130,69,54,434,강영진,2033.0,,13.0,670.0,667.0,5448.0,63.0,49.0,445.0,198.0,182.0,1328.0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,17.7,0.0,0.0,34.5,51.1,51.2,17.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제주,20220528,4,1000,제4등급,맑음,건조,4,1,2,백두산,3018937,한국,국산,3,거,309.0,-1.0,84.1,4,4,18,1,1,9,57.5,강수한,3077,32,12,418,373,3086,52,58,419,신경호,2018.0,,27.0,1021.0,1102.0,10781.0,41.0,50.0,350.0,95.0,100.0,760.0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,17.4,0.0,0.0,33.4,50.7,49.8,17.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
